"person","name","birthdate","birthplace","deathdate","deathplace"
"http://collection.americanart.si.edu/id/person-institution/1759"," Walter J. Gay","1856","Hingham","1937","Breau"
"http://collection.americanart.si.edu/id/person-institution/1473","Philip Evergood","1901","New York","1973","Bridgewater"
"http://collection.americanart.si.edu/id/person-institution/1473"," Philip Howard Francis Dixon Blashki","1901","New York","1973","Bridgewater"
"http://collection.americanart.si.edu/id/person-institution/1473"," Philip Howard Francis Dixon Evergood","1901","New York","1973","Bridgewater"
"http://collection.americanart.si.edu/id/person-institution/1473"," Philip Howard Francis Evergood","1901","New York","1973","Bridgewater"
"http://collection.americanart.si.edu/id/person-institution/1298","Sarah Paxton Ball Dodson","1847","Philadelphia","1906","Brighton"
"http://collection.americanart.si.edu/id/person-institution/1298"," Sarah Ball Dodson","1847","Philadelphia","1906","Brighton"
"http://collection.americanart.si.edu/id/person-institution/1298"," Sarah Dodson","1847","Philadelphia","1906","Brighton"
"http://collection.americanart.si.edu/id/person-institution/1032","Bruce Crane","1857","New York","1937","Bronxville"
"http://collection.americanart.si.edu/id/person-institution/1032"," Robert Bruce Crane","1857","New York","1937","Bronxville"
"http://collection.americanart.si.edu/id/person-institution/1032"," R. Bruce Crane","1857","New York","1937","Bronxville"
"http://collection.americanart.si.edu/id/person-institution/2237","Charles Louis Hinton","1869","Ithaca","1950","Bronxville"
"http://collection.americanart.si.edu/id/person-institution/1698","George Fuller","1822","Deerfield","1884","Brookline"
"http://collection.americanart.si.edu/id/person-institution/2022","Ellen Day Hale","1855","Worcester","1940","Brookline"
"http://collection.americanart.si.edu/id/person-institution/1437","Jean Pierre Henri Elouis","1755","Caen","1840","Caen"
"http://collection.americanart.si.edu/id/person-institution/1437"," Henri Elouis","1755","Caen","1840","Caen"
"http://collection.americanart.si.edu/id/person-institution/1437"," Henry Elouis","1755","Caen","1840","Caen"
"http://collection.americanart.si.edu/id/person-institution/1437"," Henry Elouiz","1755","Caen","1840","Caen"
"http://collection.americanart.si.edu/id/person-institution/1437"," Jean Henri Elouis","1755","Caen","1840","Caen"
"http://collection.americanart.si.edu/id/person-institution/194","Henry Bacon","1839","Haverhill","1912","Cairo"
"http://collection.americanart.si.edu/id/person-institution/1035","Margret Craver","1907","Pratt","2010","Cambridge"
"http://collection.americanart.si.edu/id/person-institution/1035"," Margret Craver Withers","1907","Pratt","2010","Cambridge"
"http://collection.americanart.si.edu/id/person-institution/1205","Richard de Menocal","1919","Boston","1995","Cambridge"
"http://collection.americanart.si.edu/id/person-institution/1205"," Richard A. de Menocal","1919","Boston","1995","Cambridge"
"http://collection.americanart.si.edu/id/person-institution/1248","Henry Dexter","1806","Nelson","1876","Cambridge"
"http://collection.americanart.si.edu/id/person-institution/18483","Werner Groshans","1913","Eutingen","1986","Catskill"
"http://collection.americanart.si.edu/id/person-institution/1536","Charlie (""Cedar Creek Charlie"") Fields","1883","Cedar Creek","1966","Cedar Creek"
"http://collection.americanart.si.edu/id/person-institution/1536"," Charlie Fields","1883","Cedar Creek","1966","Cedar Creek"
"http://collection.americanart.si.edu/id/person-institution/1536"," Creek Charlie Fields","1883","Cedar Creek","1966","Cedar Creek"
"http://collection.americanart.si.edu/id/person-institution/1646","Charles Fraser","1782","Charleston","1860","Charleston"
"http://collection.americanart.si.edu/id/person-institution/1416","Thomas Edwards","1795","London","1869","Charlestown"
"http://collection.americanart.si.edu/id/person-institution/17750","Marshall Elliott Jacobs","1923","Washington","2006","Chevy Chase"
"http://collection.americanart.si.edu/id/person-institution/17750"," Marshall Jacobs","1923","Washington","2006","Chevy Chase"
"http://collection.americanart.si.edu/id/person-institution/1122","Henry Darger","1892","Chicago","1973","Chicago"
"http://collection.americanart.si.edu/id/person-institution/1122"," Henry Dargarius","1892","Chicago","1973","Chicago"
"http://collection.americanart.si.edu/id/person-institution/1122"," Henry J. Darger","1892","Chicago","1973","Chicago"
"http://collection.americanart.si.edu/id/person-institution/1153","William Dawson","1901","Huntsville","1990","Chicago"
"http://collection.americanart.si.edu/id/person-institution/1153"," William R. Dawson","1901","Huntsville","1990","Chicago"
"http://collection.americanart.si.edu/id/person-institution/134","Emil Armin","1883","Radautz","1971","Chicago"
"http://collection.americanart.si.edu/id/person-institution/2141","George Peter Alexander Healy","1813","Boston","1894","Chicago"
"http://collection.americanart.si.edu/id/person-institution/1059","Woodrow Crumbo","1912","Lexington","1989","Cimarron"
"http://collection.americanart.si.edu/id/person-institution/1059"," Woodrow Wilson Crumbo","1912","Lexington","1989","Cimarron"
"http://collection.americanart.si.edu/id/person-institution/1059"," Woody Crumbo","1912","Lexington","1989","Cimarron"
"http://collection.americanart.si.edu/id/person-institution/1371","Frank Duveneck","1848","Covington","1919","Cincinnati"
"http://collection.americanart.si.edu/id/person-institution/1371"," Frank Decker","1848","Covington","1919","Cincinnati"
"http://collection.americanart.si.edu/id/person-institution/1490","Henry F. Farny","1847","Ribeauville","1916","Cincinnati"
"http://collection.americanart.si.edu/id/person-institution/1490"," Henry Farny","1847","Ribeauville","1916","Cincinnati"
"http://collection.americanart.si.edu/id/person-institution/18229","Cheever Meaders","1887","Cleveland","1967","Cleveland"
"http://collection.americanart.si.edu/id/person-institution/1641","Helen Frankenthaler","1928","New York","2011","Darien"
"http://collection.americanart.si.edu/id/person-institution/2123","William Hawkins","1895","Union City","1990","Dayton"
"http://collection.americanart.si.edu/id/person-institution/18274","Mattie Lou O'Kelley","1908","Maysville","1997","Decatur"
"http://collection.americanart.si.edu/id/person-institution/154","Steve Ashby","1904","Delaplane","1980","Delaplane"
"http://collection.americanart.si.edu/id/person-institution/1304","Irving Dominick","1916","New York","1997","Delray Beach"
"http://collection.americanart.si.edu/id/person-institution/1353","Robert S. Duncanson","1821","Seneca County","1872","Detroit"
"http://collection.americanart.si.edu/id/person-institution/1353"," Robert Scott Duncanson","1821","Seneca County","1872","Detroit"
"http://collection.americanart.si.edu/id/person-institution/1353"," Robert Duncanson","1821","Seneca County","1872","Detroit"
"http://collection.americanart.si.edu/id/person-institution/1180","Willem de Kooning","1904","Rotterdam","1997","East Hampton"
"http://collection.americanart.si.edu/id/person-institution/1180"," Willem De Kooning","1904","Rotterdam","1997","East Hampton"
"http://collection.americanart.si.edu/id/person-institution/2112","Childe Hassam","1859","Dorchester","1935","East Hampton"
"http://collection.americanart.si.edu/id/person-institution/198","William Jacob Baer","1860","Cincinnati","1941","East Orange"
"http://collection.americanart.si.edu/id/person-institution/1012","William Couper","1853","Norfolk","1942","Easton"
"http://collection.americanart.si.edu/id/person-institution/1942","Waylande Gregory","1905","Baxter Springs","1971","Elizabeth"
"http://collection.americanart.si.edu/id/person-institution/18644","Ken Cory","1943","Kirkland","1994","Ellensburg"
"http://collection.americanart.si.edu/id/person-institution/2175","Edward Lamson Henry","1841","Charleston","1919","Ellenville"
"http://collection.americanart.si.edu/id/person-institution/2099","Marsden Hartley","1877","Lewiston","1943","Ellsworth"
"http://collection.americanart.si.edu/id/person-institution/1141","Arthur B. Davies","1862","Utica","1928","Florence"
"http://collection.americanart.si.edu/id/person-institution/1141"," David A. Owen","1862","Utica","1928","Florence"
"http://collection.americanart.si.edu/id/person-institution/1141"," David Owen","1862","Utica","1928","Florence"
"http://collection.americanart.si.edu/id/person-institution/1141"," A. B. Davies","1862","Utica","1928","Florence"
"http://collection.americanart.si.edu/id/person-institution/1141"," Arthur Bowen Davies","1862","Utica","1928","Florence"
"http://collection.americanart.si.edu/id/person-institution/1141"," Arthur Davies","1862","Utica","1928","Florence"
"http://collection.americanart.si.edu/id/person-institution/1697","Charles Francis Fuller","1830","England","1875","Florence"
"http://collection.americanart.si.edu/id/person-institution/1889","Walter Gould","1829","Philadelphia","1893","Florence"
"http://collection.americanart.si.edu/id/person-institution/2094","Joel Tanner Hart","1810","Winchester","1877","Florence"
"http://collection.americanart.si.edu/id/person-institution/1241","Richard DeVore","1933","Toledo","2006","Fort Collins"
"http://collection.americanart.si.edu/id/person-institution/1241"," Richard De Vore","1933","Toledo","2006","Fort Collins"
"http://collection.americanart.si.edu/id/person-institution/1241"," Richard E. De Vore","1933","Toledo","2006","Fort Collins"
"http://collection.americanart.si.edu/id/person-institution/1241"," Richard E. DeVore","1933","Toledo","2006","Fort Collins"
"http://collection.americanart.si.edu/id/person-institution/109","Thomas Anshutz","1851","Newport","1912","Fort Washington"
"http://collection.americanart.si.edu/id/person-institution/109"," Thomas Pollock Anshutz","1851","Newport","1912","Fort Washington"
"http://collection.americanart.si.edu/id/person-institution/109"," Thomas P. Anshutz","1851","Newport","1912","Fort Washington"
"http://collection.americanart.si.edu/id/person-institution/1553","Orr C. Fisher","1885","Delphos","1974","Fresno"
"http://collection.americanart.si.edu/id/person-institution/1553"," Orr Cleveland Fisher","1885","Delphos","1974","Fresno"
"http://collection.americanart.si.edu/id/person-institution/2113","Malthe M. Hasselriis","1888","Skive","1970","Gentofte"
"http://collection.americanart.si.edu/id/person-institution/1048","Douglass Crockwell","1904","Columbus","1968","Glens Falls"
"http://collection.americanart.si.edu/id/person-institution/1048"," Spencer Douglass Crockwell","1904","Columbus","1968","Glens Falls"
"http://collection.americanart.si.edu/id/person-institution/1048"," S. Douglass Crockwell","1904","Columbus","1968","Glens Falls"
"http://collection.americanart.si.edu/id/person-institution/2056","Walker Hancock","1901","St. Louis","1998","Gloucester"
"http://collection.americanart.si.edu/id/person-institution/2","George Aarons","1896","St. Petersburg","1980","Gloucester"
"http://collection.americanart.si.edu/id/person-institution/1068","Thomas Seir Cummings","1804","Bath","1894","Hackensack"
"http://collection.americanart.si.edu/id/person-institution/1068"," T. S. Cummings","1804","Bath","1894","Hackensack"
"http://collection.americanart.si.edu/id/person-institution/1068"," Thomas S. Cummings","1804","Bath","1894","Hackensack"
"http://collection.americanart.si.edu/id/person-institution/1660","George Freeman","1789","Spring Hill","1868","Hartford"
"http://collection.americanart.si.edu/id/person-institution/1052","Jasper Francis Cropsey","1823","Rossville","1900","Hastings-on-Hudson"
"http://collection.americanart.si.edu/id/person-institution/1052","Jasper Francis Cropsey","1823","Rossville","1900","Hastings on Hudson"
"http://collection.americanart.si.edu/id/person-institution/1052"," Jasper F. Cropsey","1823","Rossville","1900","Hastings-on-Hudson"
"http://collection.americanart.si.edu/id/person-institution/1052"," Jasper F. Cropsey","1823","Rossville","1900","Hastings on Hudson"
"http://collection.americanart.si.edu/id/person-institution/2232","Lewis W. Hine","1874","Oshkosh","1940","Hastings-on-Hudson"
"http://collection.americanart.si.edu/id/person-institution/2232","Lewis W. Hine","1874","Oshkosh","1940","Hastings on Hudson"
"http://collection.americanart.si.edu/id/person-institution/2066","Hananiah Harari","1912","Rochester","2000","Hawthorne"
"http://collection.americanart.si.edu/id/person-institution/1038","Ralston Crawford","1906","St. Catharines","1978","Houston"
"http://collection.americanart.si.edu/id/person-institution/1038"," George Ralston Crawford","1906","St. Catharines","1978","Houston"
"http://collection.americanart.si.edu/id/person-institution/1324","Arthur Dove","1880","Canandaigua","1946","Huntington"
"http://collection.americanart.si.edu/id/person-institution/1324"," Arthur Garfield Dove","1880","Canandaigua","1946","Huntington"
"http://collection.americanart.si.edu/id/person-institution/1324"," Arthur G. Dove","1880","Canandaigua","1946","Huntington"
